Date,Open,High,Low,Close,Adj Close,Volume
2014-03-07,886.5,886.5,886.5,886.5,886.5,0
2014-03-10,884.25,884.25,884.25,884.25,884.25,0
2014-03-11,876.75,876.75,876.75,876.75,876.75,0
2014-03-12,858.25,858.25,858.25,858.25,858.25,0
2014-03-13,857.0,857.0,857.0,857.0,857.0,0
2014-03-14,865.5,865.5,865.5,865.5,865.5,0
2014-03-17,835.0,835.0,835.0,835.0,835.0,0
2014-03-18,837.75,837.75,837.75,837.75,837.75,0
2014-03-19,847.0,847.0,847.0,847.0,847.0,0
2014-03-20,841.5,841.5,841.5,841.5,841.5,0
2014-03-21,824.5,824.5,824.5,824.5,824.5,0
2014-03-24,818.0,818.0,818.0,818.0,818.0,0
2014-03-25,823.0,823.0,823.0,823.0,823.0,0
2014-03-26,815.0,815.0,815.0,815.0,815.0,0
2014-03-27,806.25,806.25,806.25,806.25,806.25,0
2014-03-28,810.75,810.75,810.75,810.75,810.75,0
2014-03-31,806.0,806.0,806.0,806.0,806.0,0
2014-04-01,802.0,802.0,802.0,802.0,802.0,0
2014-04-02,810.5,810.5,810.5,810.5,810.5,0
2014-04-03,803.5,803.5,803.5,803.5,803.5,0
2014-04-04,809.25,809.25,809.25,809.25,809.25,0
2014-04-07,802.75,802.75,802.75,802.75,802.75,0
2014-04-08,789.0,789.0,789.0,789.0,789.0,0
2014-04-09,809.25,809.25,809.25,809.25,809.25,0
2014-04-10,808.0,808.0,808.0,808.0,808.0,0
2014-04-11,807.5,807.5,807.5,807.5,807.5,0
2014-04-14,811.0,811.0,811.0,811.0,811.0,0
2014-04-15,810.75,810.75,810.75,810.75,810.75,0
2014-04-16,826.25,826.25,826.25,826.25,826.25,0
2014-04-17,816.75,816.75,816.75,816.75,816.75,0
2014-04-21,813.25,813.25,813.25,813.25,813.25,0
2014-04-22,822.0,822.0,822.0,822.0,822.0,0
2014-04-23,811.75,811.75,811.75,811.75,811.75,0
2014-04-24,812.25,812.25,812.25,812.25,812.25,0
2014-04-25,812.75,812.75,812.75,812.75,812.75,0
2014-04-28,817.0,817.0,817.0,817.0,817.0,0
2014-04-29,806.25,806.25,806.25,806.25,806.25,0
2014-04-30,803.0,803.0,803.0,803.0,803.0,0
2014-05-01,803.0,803.0,803.0,803.0,803.0,0
2014-05-02,793.25,793.25,793.25,793.25,793.25,0
2014-05-05,792.25,792.25,792.25,792.25,792.25,0
2014-05-06,788.5,788.5,788.5,788.5,788.5,0
2014-05-07,793.5,793.5,793.5,793.5,793.5,0
2014-05-08,789.5,789.5,789.5,789.5,789.5,0
2014-05-09,798.5,798.5,798.5,798.5,798.5,0
2014-05-12,800.25,800.25,800.25,800.25,800.25,0
2014-05-13,800.25,800.25,800.25,800.25,800.25,0
2014-05-14,808.5,808.5,808.5,808.5,808.5,0
2014-05-15,804.5,804.5,804.5,804.5,804.5,0
2014-05-16,798.25,798.25,798.25,798.25,798.25,0
2014-05-19,788.75,788.75,788.75,788.75,788.75,0
2014-05-20,785.25,785.25,785.25,785.25,785.25,0
2014-05-21,777.0,777.0,777.0,777.0,777.0,0
2014-05-22,786.5,786.5,786.5,786.5,786.5,0
2014-05-23,783.75,783.75,783.75,783.75,783.75,0
2014-05-27,780.0,780.0,780.0,780.0,780.0,0
2014-05-28,776.75,776.75,776.75,776.75,776.75,0
2014-05-29,763.75,763.75,763.75,763.75,763.75,0
2014-05-30,753.5,753.5,753.5,753.5,753.5,0
2014-06-02,748.75,748.75,748.75,748.75,748.75,0
2014-06-03,739.25,739.25,739.25,739.25,739.25,0
2014-06-04,751.5,751.5,751.5,751.5,751.5,0
2014-06-05,747.25,747.25,747.25,747.25,747.25,0
2014-06-06,749.0,749.0,749.0,749.0,749.0,0
2014-06-09,754.5,754.5,754.5,754.5,754.5,0
2014-06-10,744.5,744.5,744.5,744.5,744.5,0
2014-06-11,742.75,742.75,742.75,742.75,742.75,0
2014-06-12,747.25,747.25,747.25,747.25,747.25,0
2014-06-13,749.0,749.0,749.0,749.0,749.0,0
2014-06-16,753.25,753.25,753.25,753.25,753.25,0
2014-06-17,753.5,753.5,753.5,753.5,753.5,0
2014-06-18,762.25,762.25,762.25,762.25,762.25,0
2014-06-19,760.25,760.25,760.25,760.25,760.25,0
2014-06-20,758.5,758.5,758.5,758.5,758.5,0
2014-06-23,772.25,772.25,772.25,772.25,772.25,0
2014-06-24,772.25,772.25,772.25,772.25,772.25,0
2014-06-25,770.25,770.25,770.25,770.25,770.25,0
2014-06-26,767.75,767.75,767.75,767.75,767.75,0
2014-06-27,761.0,761.0,761.0,761.0,761.0,0
2014-06-30,755.5,755.5,755.5,755.5,755.5,0
2014-07-01,754.25,754.25,754.25,754.25,754.25,0
2014-07-02,757.0,757.0,757.0,757.0,757.0,0
2014-07-03,756.25,756.25,756.25,756.25,756.25,0
2014-07-07,757.25,757.25,757.25,757.25,757.25,0
2014-07-08,750.0,750.0,750.0,750.0,750.0,0
2014-07-09,747.75,747.75,747.75,747.75,747.75,0
2014-07-10,752.0,752.0,752.0,752.0,752.0,0
2014-07-11,736.0,736.0,736.0,736.0,736.0,0
2014-07-14,723.5,723.5,723.5,723.5,723.5,0
2014-07-15,736.5,736.5,736.5,736.5,736.5,0
2014-07-16,721.75,721.75,721.75,721.75,721.75,0
2014-07-17,720.0,720.0,720.0,720.0,720.0,0
2014-07-18,724.5,724.5,724.5,724.5,724.5,0
2014-07-21,722.5,722.5,722.5,722.5,722.5,0
2014-07-22,718.75,718.75,718.75,718.75,718.75,0
2014-07-23,711.75,711.75,711.75,711.75,711.75,0
2014-07-24,719.75,719.75,719.75,719.75,719.75,0
2014-07-25,712.0,712.0,712.0,712.0,712.0,0
2014-07-28,712.0,712.0,712.0,712.0,712.0,0
2014-07-29,712.0,712.0,712.0,712.0,712.0,0
2014-07-30,712.75,712.75,712.75,712.75,712.75,0
2014-07-31,707.75,707.75,707.75,707.75,707.75,0
2014-08-01,712.0,712.0,712.0,712.0,712.0,0
2014-08-04,708.25,708.25,708.25,708.25,708.25,0
2014-08-05,706.0,706.0,706.0,706.0,706.0,0
2014-08-06,702.75,702.75,702.75,702.75,702.75,0
2014-08-07,703.0,703.0,703.0,703.0,703.0,0
2014-08-08,694.25,694.25,694.25,694.25,694.25,0
2014-08-11,681.5,681.5,681.5,681.5,681.5,0
2014-08-12,684.5,684.5,684.5,684.5,684.5,0
2014-08-13,682.0,682.0,682.0,682.0,682.0,0
2014-08-14,670.75,670.75,670.75,670.75,670.75,0
2014-08-15,675.75,675.75,675.75,675.75,675.75,0
2014-08-18,662.25,662.25,662.25,662.25,662.25,0
2014-08-19,656.0,656.0,656.0,656.0,656.0,0
2014-08-20,647.25,647.25,647.25,647.25,647.25,0
2014-08-21,643.0,643.0,643.0,643.0,643.0,0
2014-08-22,632.25,632.25,632.25,632.25,632.25,0
2014-08-25,641.0,641.0,641.0,641.0,641.0,0
2014-08-26,636.5,636.5,636.5,636.5,636.5,0
2014-08-27,626.5,626.5,626.5,626.5,626.5,0
2014-08-28,629.0,629.0,629.0,629.0,629.0,0
2014-08-29,611.25,611.25,611.25,611.25,611.25,0
2014-09-02,616.5,616.5,616.5,616.5,616.5,0
2014-09-03,621.0,621.0,621.0,621.0,621.0,0
2014-09-04,639.25,639.25,639.25,639.25,639.25,0
2014-09-05,635.25,635.25,635.25,635.25,635.25,0
2014-09-08,645.0,645.0,645.0,645.0,645.0,0
2014-09-09,637.25,637.25,637.25,637.25,637.25,0
2014-09-10,636.0,636.0,636.0,636.0,636.0,0
2014-09-11,646.5,646.5,646.5,646.5,646.5,0
2014-09-12,651.75,651.75,651.75,651.75,651.75,0
2014-09-15,645.25,645.25,645.25,645.25,645.25,0
2014-09-16,660.25,660.25,660.25,660.25,660.25,0
2014-09-17,666.5,666.5,666.5,666.5,666.5,0
2014-09-18,662.5,662.5,662.5,662.5,662.5,0
2014-09-19,651.25,651.25,651.25,651.25,651.25,0
2014-09-22,648.25,648.25,648.25,648.25,648.25,0
2014-09-23,654.75,654.75,654.75,654.75,654.75,0
2014-09-24,663.75,663.75,663.75,663.75,663.75,0
2014-09-25,677.0,677.0,677.0,677.0,677.0,0
2014-09-26,667.25,667.25,667.25,667.25,667.25,0
2014-09-29,668.5,668.5,668.5,668.5,668.5,0
2014-09-30,677.5,677.5,677.5,677.5,677.5,0
2014-10-01,668.25,668.25,668.25,668.25,668.25,0
2014-10-02,659.75,659.75,659.75,659.75,659.75,0
2014-10-03,668.25,668.25,668.25,668.25,668.25,0
2014-10-06,668.25,668.25,668.25,668.25,668.25,0
2014-10-07,667.75,667.75,667.75,667.75,667.75,0
2014-10-08,670.75,670.75,670.75,670.75,670.75,0
2014-10-09,676.25,676.25,676.25,676.25,676.25,0
2014-10-10,670.25,670.25,670.25,670.25,670.25,0
2014-10-13,662.0,662.0,662.0,662.0,662.0,0
2014-10-14,665.0,665.0,665.0,665.0,665.0,0
2014-10-15,663.75,665.0,663.75,665.0,665.0,0
2014-10-16,647.0,647.0,647.0,647.0,647.0,0
2014-10-17,651.75,651.75,651.75,651.75,651.75,0
2014-10-20,651.25,651.25,651.25,651.25,651.25,0
2014-10-21,655.0,655.0,655.0,655.0,655.0,0
2014-10-22,655.0,655.0,655.0,655.0,655.0,0
2014-10-23,662.75,662.75,662.75,662.75,662.75,0
2014-10-24,664.75,664.75,664.75,664.75,664.75,0
2014-10-27,662.5,662.5,662.5,662.5,662.5,0
2014-10-28,675.0,675.0,675.0,675.0,675.0,0
2014-10-29,692.5,692.5,692.5,692.5,692.5,0
2014-10-30,693.25,693.25,693.25,693.25,693.25,0
2014-10-31,701.75,701.75,701.75,701.75,701.75,0
2014-11-03,706.75,706.75,706.75,706.75,706.75,0
2014-11-04,693.25,693.25,693.25,693.25,693.25,0
2014-11-05,676.0,676.0,676.0,676.0,676.0,0
2014-11-06,665.0,665.0,665.0,665.0,665.0,0
2014-11-07,656.25,656.25,656.25,656.25,656.25,0
2014-11-10,672.75,672.75,672.75,672.75,672.75,0
2014-11-11,677.75,677.75,677.75,677.75,677.75,0
2014-11-12,676.0,676.0,676.0,676.0,676.0,0
2014-11-13,668.75,668.75,668.75,668.75,668.75,0
2014-11-14,671.0,671.0,671.0,671.0,671.0,0
2014-11-17,667.75,667.75,667.75,667.75,667.75,0
2014-11-18,672.0,672.0,672.0,672.0,672.0,0
2014-11-19,668.5,668.5,668.5,668.5,668.5,0
2014-11-20,661.75,661.75,661.75,661.75,661.75,0
2014-11-21,665.75,665.75,665.75,665.75,665.75,0
2014-11-24,659.75,659.75,659.75,659.75,659.75,0
2014-11-25,661.5,661.5,661.5,661.5,661.5,0
2014-11-26,669.5,669.5,669.5,669.5,669.5,0
2014-11-28,644.75,644.75,644.75,644.75,644.75,0
2014-12-01,613.75,613.75,613.75,613.75,613.75,0
2014-12-02,625.5,625.5,625.5,625.5,625.5,0
2014-12-03,631.0,631.0,631.0,631.0,631.0,0
2014-12-04,628.25,628.25,628.25,628.25,628.25,0
2014-12-05,628.0,628.0,628.0,628.0,628.0,0
2014-12-08,620.5,620.5,620.5,620.5,620.5,0
2014-12-09,609.25,609.25,609.25,609.25,609.25,0
2014-12-10,624.0,624.0,624.0,624.0,624.0,0
2014-12-11,629.25,629.25,629.25,629.25,629.25,0
2014-12-12,621.0,621.0,621.0,621.0,621.0,0
2014-12-15,620.75,620.75,620.75,620.75,620.75,0
2014-12-16,606.5,606.5,606.5,606.5,606.5,0
2014-12-17,611.75,611.75,611.75,611.75,611.75,0
2014-12-18,618.25,618.25,618.25,618.25,618.25,0
2014-12-19,619.5,619.5,619.5,619.5,619.5,0
2014-12-22,622.5,622.5,622.5,622.5,622.5,0
2014-12-23,631.5,631.5,631.5,631.5,631.5,0
2014-12-24,634.0,634.0,634.0,634.0,634.0,0
2014-12-26,645.5,645.5,645.5,645.5,645.5,0
2014-12-29,653.75,653.75,653.75,653.75,653.75,0
2014-12-30,652.0,652.0,652.0,652.0,652.0,0
2014-12-31,648.25,648.25,648.25,648.25,648.25,0
2015-01-02,650.75,650.75,650.75,650.75,650.75,0
2015-01-05,640.0,640.0,640.0,640.0,640.0,0
2015-01-06,642.5,642.5,642.5,642.5,642.5,0
2015-01-07,650.0,650.0,650.0,650.0,650.0,0
2015-01-08,663.25,663.25,663.25,663.25,663.25,0
2015-01-09,661.25,661.25,661.25,661.25,661.25,0
2015-01-12,665.75,665.75,665.75,665.75,665.75,0
2015-01-13,658.25,658.25,658.25,658.25,658.25,0
2015-01-14,652.25,652.25,652.25,652.25,652.25,0
2015-01-15,659.75,659.75,659.75,659.75,659.75,0
2015-01-16,648.0,648.0,648.0,648.0,648.0,0
2015-01-20,646.25,646.25,646.25,646.25,646.25,0
2015-01-21,627.0,627.0,627.0,627.0,627.0,0
2015-01-22,621.5,621.5,621.5,621.5,621.5,0
2015-01-23,620.5,620.5,620.5,620.5,620.5,0
2015-01-26,601.75,601.75,601.75,601.75,601.75,0
2015-01-27,602.75,602.75,602.75,602.75,602.75,0
2015-01-28,610.75,610.75,610.75,610.75,610.75,0
2015-01-29,587.0,587.0,587.0,587.0,587.0,0
2015-01-30,592.25,592.25,592.25,592.25,592.25,0
2015-02-02,592.25,592.25,592.25,592.25,592.25,0
2015-02-03,592.25,592.25,592.25,592.25,592.25,0
2015-02-04,617.25,617.25,617.25,617.25,617.25,0
2015-02-05,646.5,646.5,646.5,646.5,646.5,0
2015-02-06,661.0,661.0,661.0,661.0,661.0,0
2015-02-09,651.0,651.0,651.0,651.0,651.0,0
2015-02-10,643.0,643.0,643.0,643.0,643.0,0
2015-02-11,634.25,634.25,634.25,634.25,634.25,0
2015-02-12,633.25,633.25,633.25,633.25,633.25,0
2015-02-13,639.5,639.5,639.5,639.5,639.5,0
2015-02-17,637.25,637.25,637.25,637.25,637.25,0
2015-02-18,639.25,639.25,639.25,639.25,639.25,0
2015-02-19,639.25,639.25,639.25,639.25,639.25,0
2015-02-20,639.25,639.25,639.25,639.25,639.25,0
2015-02-23,615.75,615.75,615.75,615.75,615.75,0
2015-02-24,621.5,621.5,621.5,621.5,621.5,0
2015-02-25,620.5,620.5,620.5,620.5,620.5,0
2015-02-26,631.5,631.5,631.5,631.5,631.5,0
2015-02-27,637.25,637.25,637.25,637.25,637.25,0
2015-03-02,653.25,653.25,653.25,653.25,653.25,0
2015-03-03,655.5,655.5,655.5,655.5,655.5,0
2015-03-04,651.5,651.5,651.5,651.5,651.5,0
2015-03-05,635.25,635.25,635.25,635.25,635.25,0
2015-03-06,627.0,627.0,627.0,627.0,627.0,0
2015-03-09,615.5,615.5,615.5,615.5,615.5,0
2015-03-10,605.5,605.5,605.5,605.5,605.5,0
2015-03-11,612.75,612.75,612.75,612.75,612.75,0
2015-03-12,607.5,607.5,607.5,607.5,607.5,0
2015-03-13,610.0,610.0,610.0,610.0,610.0,0
2015-03-16,592.5,592.5,592.5,592.5,592.5,0
2015-03-17,578.75,578.75,578.75,578.75,578.75,0
2015-03-18,592.75,592.75,592.75,592.75,592.75,0
2015-03-19,600.25,600.25,600.25,600.25,600.25,0
2015-03-20,581.0,581.0,581.0,581.0,581.0,0
2015-03-23,591.25,591.25,591.25,591.25,591.25,0
2015-03-24,587.75,587.75,587.75,587.75,587.75,0
2015-03-25,592.75,592.75,592.75,592.75,592.75,0
2015-03-26,596.0,596.0,596.0,596.0,596.0,0
2015-03-27,591.0,591.0,591.0,591.0,591.0,0
2015-03-30,590.75,590.75,590.75,590.75,590.75,0
2015-03-31,582.0,582.0,582.0,582.0,582.0,0
2015-04-01,584.25,584.25,584.25,584.25,584.25,0
2015-04-02,588.5,588.5,588.5,588.5,588.5,0
2015-04-06,615.75,615.75,615.75,615.75,615.75,0
2015-04-07,608.5,608.5,608.5,608.5,608.5,0
2015-04-08,595.0,595.0,595.0,595.0,595.0,0
2015-04-09,585.0,585.0,585.0,585.0,585.0,0
2015-04-10,583.25,583.25,583.25,583.25,583.25,0
2015-04-13,576.25,576.25,576.25,576.25,576.25,0
2015-04-14,580.25,580.25,580.25,580.25,580.25,0
2015-04-15,581.5,581.5,581.5,581.5,581.5,0
2015-04-16,585.75,585.75,585.75,585.75,585.75,0
2015-04-17,591.0,591.0,591.0,591.0,591.0,0
2015-04-20,594.5,594.5,594.5,594.5,594.5,0
2015-04-21,595.75,595.75,595.75,595.75,595.75,0
2015-04-22,595.0,595.0,595.0,595.0,595.0,0
2015-04-23,594.5,594.5,594.5,594.5,594.5,0
2015-04-24,598.25,598.25,598.25,598.25,598.25,0
2015-04-27,591.75,591.75,591.75,591.75,591.75,0
2015-04-28,589.25,589.25,589.25,589.25,589.25,0
2015-04-29,584.0,584.0,584.0,584.0,584.0,0
2015-04-30,592.0,592.0,592.0,592.0,592.0,0
2015-05-01,592.0,592.0,592.0,592.0,592.0,0
2015-05-04,592.0,592.0,592.0,592.0,592.0,0
2015-05-05,598.0,598.0,598.0,598.0,598.0,0
2015-05-06,609.75,609.75,609.75,609.75,609.75,0
2015-05-07,605.75,605.75,605.75,605.75,605.75,0
2015-05-08,598.75,598.75,598.75,598.75,598.75,0
2015-05-11,608.5,608.5,608.5,608.5,608.5,0
2015-05-12,614.25,614.25,614.25,614.25,614.25,0
2015-05-13,610.0,610.0,610.0,610.0,610.0,0
2015-05-14,615.25,615.25,615.25,615.25,615.25,0
2015-05-15,612.0,612.0,612.0,612.0,612.0,0
2015-05-18,610.75,610.75,610.75,610.75,610.75,0
2015-05-19,601.0,601.0,601.0,601.0,601.0,0
2015-05-20,593.25,593.25,593.25,593.25,593.25,0
2015-05-21,598.75,598.75,598.75,598.75,598.75,0
2015-05-22,594.5,594.5,594.5,594.5,594.5,0
2015-05-26,603.75,603.75,603.75,603.75,603.75,0
2015-05-27,598.75,598.75,598.75,598.75,598.75,0
2015-05-28,605.25,605.25,605.25,605.25,605.25,0
2015-05-29,607.75,607.75,607.75,607.75,607.75,0
2015-06-01,624.5,624.5,624.5,624.5,624.5,0
2015-06-02,625.5,625.5,625.5,625.5,625.5,0
2015-06-03,623.75,623.75,623.75,623.75,623.75,0
2015-06-04,626.5,626.5,626.5,626.5,626.5,0
2015-06-05,630.5,630.5,630.5,630.5,630.5,0
2015-06-08,620.25,620.25,620.25,620.25,620.25,0
2015-06-09,616.25,616.25,616.25,616.25,616.25,0
2015-06-10,609.75,609.75,609.75,609.75,609.75,0
2015-06-11,614.25,614.25,614.25,614.25,614.25,0
2015-06-12,608.5,608.5,608.5,608.5,608.5,0
2015-06-15,610.0,610.0,610.0,610.0,610.0,0
2015-06-16,611.0,611.0,611.0,611.0,611.0,0
2015-06-17,612.0,612.0,612.0,612.0,612.0,0
2015-06-18,599.0,599.0,599.0,599.0,599.0,0
2015-06-19,602.75,602.75,602.75,602.75,602.75,0
2015-06-22,595.0,595.0,595.0,595.0,595.0,0
2015-06-23,591.5,591.5,591.5,591.5,591.5,0
2015-06-24,604.75,604.75,604.75,604.75,604.75,0
2015-06-25,601.75,601.75,601.75,601.75,601.75,0
2015-06-26,605.25,605.25,605.25,605.25,605.25,0
2015-06-29,599.25,599.25,599.25,599.25,599.25,0
2015-06-30,588.75,588.75,588.75,588.75,588.75,0
2015-07-01,606.5,606.5,606.5,606.5,606.5,0
2015-07-02,601.25,601.25,601.25,601.25,601.25,0
2015-07-06,587.0,587.0,587.0,587.0,587.0,0
2015-07-07,580.0,580.0,580.0,580.0,580.0,0
2015-07-08,564.5,564.5,564.5,564.5,564.5,0
2015-07-09,575.25,575.25,575.25,575.25,575.25,0
2015-07-10,580.0,580.0,580.0,580.0,580.0,0
2015-07-13,578.25,578.25,578.25,578.25,578.25,0
2015-07-14,578.25,578.25,578.25,578.25,578.25,0
2015-07-15,577.75,577.75,577.75,577.75,577.75,0
2015-07-16,575.5,575.5,575.5,575.5,575.5,0
2015-07-17,575.5,575.5,575.5,575.5,575.5,0
2015-07-20,574.5,574.5,574.5,574.5,574.5,0
2015-07-21,582.5,582.5,582.5,582.5,582.5,0
2015-07-22,581.25,581.25,581.25,581.25,581.25,0
2015-07-23,575.0,575.0,575.0,575.0,575.0,0
2015-07-24,572.0,572.0,572.0,572.0,572.0,0
2015-07-27,561.5,561.5,561.5,561.5,561.5,0
2015-07-28,558.5,558.5,558.5,558.5,558.5,0
2015-07-29,553.5,553.5,553.5,553.5,553.5,0
2015-07-30,556.75,556.75,556.75,556.75,556.75,0
2015-07-31,555.25,555.25,555.25,555.25,555.25,0
2015-08-03,535.75,535.75,535.75,535.75,535.75,0
2015-08-04,533.0,533.0,533.0,533.0,533.0,0
2015-08-05,525.25,525.25,525.25,525.25,525.25,0
